"sampleName"	"Scer"	"Spar"	"site"	"hostType"	"latitude"	"longitude"	"vineyardAgr"	"genotype"	"genotypeStudy"	"GoogleSearchTerm"	"TmaxLat"	"TmaxLon"	"Tmax"
N12	0	1	Azerbaijan	oaklike	38.76486	48.842672	unknown	Europe	Kuehne2007	"Lenkoran, Azerbaijan"	38.7666666666667	48.8416666666667	290
N17	0	1	Tartarstan	oaklike	55.606878	51.385689	unknown	Europe	Kuehne2007	"Tartarstan"	55.6083333333333	51.3833333333333	246
N18	0	1	Tula	oaklike	53.149155	38.102005	unknown	Europe	Kuehne2007	"Efremov, Tula Oblast"	53.15	38.1	244
N25	0	1	Estonia	oaklike	58.805805	25.558545	unknown	Europe	Kuehne2007	"Estonia"	58.8083333333333	25.5583333333333	211
N34	0	1	Voronezh	oaklike	51.645447	39.196339	unknown	Europe	Kuehne2007	"Voronezh, Russia"	51.6416666666667	39.2	258
N36	0	1	Lithuania	oaklike	55.476739	23.850856	unknown	Europe	Kuehne2007	"Lithuania"	55.475	23.85	220
YPS642	0	1	BuckHillFalls	oaklike	41.188066	-75.265769	unknown	Europe	Kuehne2007	"Buck Hill Falls"	41.1916666666667	-75.2666666666667	270
YPS644	0	1	BuckHillFalls	oaklike	41.188066	-75.265769	unknown	Europe	Kuehne2007	"Buck Hill Falls"	41.1916666666667	-75.2666666666667	270
YPS649	0	1	BuckHillFalls	oaklike	41.188066	-75.265769	unknown	NAmericaB	Kuehne2007	"Buck Hill Falls"	41.1916666666667	-75.2666666666667	270
YPS647	0	1	BuckHillFalls	oaklike	41.188066	-75.265769	unknown	NAmericaB	Kuehne2007	"Buck Hill Falls"	41.1916666666667	-75.2666666666667	270
YPS643	0	1	BuckHillFalls	oaklike	41.188066	-75.265769	unknown	NAmericaB	Kuehne2007	"Buck Hill Falls"	41.1916666666667	-75.2666666666667	270
YPS664	0	1	BuckHillFalls	oaklike	41.188066	-75.265769	unknown	NAmericaB	Kuehne2007	"Buck Hill Falls"	41.1916666666667	-75.2666666666667	270
YPS654	0	1	BuckHillFalls	oaklike	41.188066	-75.265769	unknown	NAmericaB	Kuehne2007	"Buck Hill Falls"	41.1916666666667	-75.2666666666667	270
YPS668	0	1	BuckHillFalls	oaklike	41.188066	-75.265769	unknown	NAmericaB	Kuehne2007	"Buck Hill Falls"	41.1916666666667	-75.2666666666667	270
YPS645	0	1	BuckHillFalls	oaklike	41.188066	-75.265769	unknown	NAmericaB	Kuehne2007	"Buck Hill Falls"	41.1916666666667	-75.2666666666667	270
YPS646	0	1	BuckHillFalls	oaklike	41.188066	-75.265769	unknown	NAmericaB	Kuehne2007	"Buck Hill Falls"	41.1916666666667	-75.2666666666667	270
YPS650	0	1	BuckHillFalls	oaklike	41.188066	-75.265769	unknown	NAmericaB	Kuehne2007	"Buck Hill Falls"	41.1916666666667	-75.2666666666667	270
YPS667	0	1	BuckHillFalls	oaklike	41.188066	-75.265769	unknown	NAmericaC	Kuehne2007	"Buck Hill Falls"	41.1916666666667	-75.2666666666667	270
YPS695	0	1	Tuscarora	oaklike	40.242371	-77.619277	unknown	Europe	Kuehne2007	"Tuscarora Forest, PA"	40.2416666666667	-77.6166666666667	279
YPS744	0	1	Tuscarora	oaklike	40.242371	-77.619277	unknown	Europe	Kuehne2007	"Tuscarora Forest, PA"	40.2416666666667	-77.6166666666667	279
YPS745	0	1	Tuscarora	oaklike	40.242371	-77.619277	unknown	NAmericaB	Kuehne2007	"Tuscarora Forest, PA"	40.2416666666667	-77.6166666666667	279
YPS730	0	1	Tuscarora	oaklike	40.242371	-77.619277	unknown	NAmericaB	Kuehne2007	"Tuscarora Forest, PA"	40.2416666666667	-77.6166666666667	279
YPS741	0	1	Tuscarora	oaklike	40.242371	-77.619277	unknown	NAmericaB	Kuehne2007	"Tuscarora Forest, PA"	40.2416666666667	-77.6166666666667	279
YPS729	0	1	Tuscarora	oaklike	40.242371	-77.619277	unknown	NAmericaB	Kuehne2007	"Tuscarora Forest, PA"	40.2416666666667	-77.6166666666667	279
YPS740	0	1	Tuscarora	oaklike	40.242371	-77.619277	unknown	NAmericaB	Kuehne2007	"Tuscarora Forest, PA"	40.2416666666667	-77.6166666666667	279
YPS702	0	1	Tuscarora	oaklike	40.242371	-77.619277	unknown	NAmericaB	Kuehne2007	"Tuscarora Forest, PA"	40.2416666666667	-77.6166666666667	279
YPS726	0	1	Tuscarora	oaklike	40.242371	-77.619277	unknown	NAmericaB	Kuehne2007	"Tuscarora Forest, PA"	40.2416666666667	-77.6166666666667	279
YPS723	0	1	Tuscarora	oaklike	40.242371	-77.619277	unknown	NAmericaB	Kuehne2007	"Tuscarora Forest, PA"	40.2416666666667	-77.6166666666667	279
YPS694	0	1	Tuscarora	oaklike	40.242371	-77.619277	unknown	NAmericaB	Kuehne2007	"Tuscarora Forest, PA"	40.2416666666667	-77.6166666666667	279
YPS700	0	1	Tuscarora	oaklike	40.242371	-77.619277	unknown	NAmericaB	Kuehne2007	"Tuscarora Forest, PA"	40.2416666666667	-77.6166666666667	279
YPS709	0	1	Tuscarora	oaklike	40.242371	-77.619277	unknown	NAmericaB	Kuehne2007	"Tuscarora Forest, PA"	40.2416666666667	-77.6166666666667	279
YPS722	0	1	Tuscarora	oaklike	40.242371	-77.619277	unknown	NAmericaB	Kuehne2007	"Tuscarora Forest, PA"	40.2416666666667	-77.6166666666667	279
YPS724	0	1	Tuscarora	oaklike	40.242371	-77.619277	unknown	NAmericaB	Kuehne2007	"Tuscarora Forest, PA"	40.2416666666667	-77.6166666666667	279
YPS743	0	1	Tuscarora	oaklike	40.242371	-77.619277	unknown	NAmericaB	Kuehne2007	"Tuscarora Forest, PA"	40.2416666666667	-77.6166666666667	279
YPS697	0	1	Tuscarora	oaklike	40.242371	-77.619277	unknown	NAmericaB	Kuehne2007	"Tuscarora Forest, PA"	40.2416666666667	-77.6166666666667	279
YPS699	0	1	Tuscarora	oaklike	40.242371	-77.619277	unknown	NAmericaB	Kuehne2007	"Tuscarora Forest, PA"	40.2416666666667	-77.6166666666667	279
YPS145	0	1	Pennsylvania	oaklike	39.937311	-75.430055	naturereserve	NAmericaB	Kuehne2007	"John Tyler Arboretum"	39.9333333333333	-75.4333333333333	298
YPS151	0	1	Pennsylvania	oaklike	39.937311	-75.430055	naturereserve	NAmericaB	Kuehne2007	"John Tyler Arboretum"	39.9333333333333	-75.4333333333333	298
YPS152	0	1	Pennsylvania	oaklike	39.937311	-75.430055	naturereserve	NAmericaB	Kuehne2007	"John Tyler Arboretum"	39.9333333333333	-75.4333333333333	298
YPS150	0	1	Pennsylvania	oaklike	39.937311	-75.430055	naturereserve	NAmericaB	Kuehne2007	"John Tyler Arboretum"	39.9333333333333	-75.4333333333333	298
YPS158	0	1	Pennsylvania	oaklike	39.937311	-75.430055	naturereserve	NAmericaB	Kuehne2007	"John Tyler Arboretum"	39.9333333333333	-75.4333333333333	298
YPS125	0	1	Pennsylvania	oaklike	39.937311	-75.430055	naturereserve	NAmericaB	Kuehne2007	"John Tyler Arboretum"	39.9333333333333	-75.4333333333333	298
YPS155	0	1	Pennsylvania	oaklike	39.937311	-75.430055	naturereserve	NAmericaB	Kuehne2007	"John Tyler Arboretum"	39.9333333333333	-75.4333333333333	298
YPS138	0	1	Pennsylvania	oaklike	39.937311	-75.430055	naturereserve	NAmericaB	Kuehne2007	"John Tyler Arboretum"	39.9333333333333	-75.4333333333333	298
YPS126	0	1	Pennsylvania	oaklike	39.937311	-75.430055	naturereserve	NAmericaB	Kuehne2007	"John Tyler Arboretum"	39.9333333333333	-75.4333333333333	298
YPS622	0	1	NewBrunswick	oaklike	40.49076	-74.443028	unknown	NAmericaB	Kuehne2007	"New Jersey, NJ"	40.4916666666667	-74.4416666666667	299
YPS631	0	1	NewBrunswick	oaklike	40.49076	-74.443028	unknown	NAmericaB	Kuehne2007	"New Jersey, NJ"	40.4916666666667	-74.4416666666667	299
YPS616	0	1	NewBrunswick	oaklike	40.49076	-74.443028	unknown	NAmericaB	Kuehne2007	"New Jersey, NJ"	40.4916666666667	-74.4416666666667	299
YPS618	0	1	NewBrunswick	oaklike	40.49076	-74.443028	unknown	NAmericaB	Kuehne2007	"New Jersey, NJ"	40.4916666666667	-74.4416666666667	299
YPS518	0	1	PortRowanCanada	oaklike	42.62449	-80.450401	unknown	NAmericaB	Kuehne2007	"Port Rowan, ON, Canada"	42.625	-80.45	266
95-1-5A	0	1	SaugatuckMI	oaklike	42.659135	-86.204566	unknown	NAmericaB	Kuehne2007	"Saugatuck, MI"	42.6583333333333	-86.2083333333333	270
95-7-1D	0	1	EastLansingMI	oaklike	42.749324	-84.485459	unknown	NAmericaB	Kuehne2007	"East Langing, MI"	42.75	-84.4833333333333	278
CBS406	0	1	Netherlands	oaklike	52.189425	5.334302	unknown	Europe	Naumov1997	"Netherlands"	52.1916666666667	5.33333333333333	214
CBS5829	0	1	Denmark	soil	56.065609	9.131063	unknown	Europe	Naumov1997	"Denmark"	56.0666666666667	9.13333333333333	196
INMIV11/21	0	1	KievUkraine	oaklike	50.363062	30.416946	unknown	Europe	Naumov1997	"Kiev, Ukraine"	50.3666666666667	30.4166666666667	245
INMIV544	0	1	KievUkraine	oaklike	50.363062	30.416946	unknown	Europe	Naumov1997	"Kiev, Ukraine"	50.3666666666667	30.4166666666667	245
VKMY-2472	0	1	Moscow	peat	55.765247	37.629748	unknown	Europe	Naumov1997	"Moscow"	55.7666666666667	37.6333333333333	232
N13	0	1	Moscow	oaklike	55.765247	37.629748	unknown	Europe	Naumov1997	"Moscow"	55.7666666666667	37.6333333333333	232
N15	0	1	Moscow	oaklike	55.765247	37.629748	unknown	Europe	Naumov1997	"Moscow"	55.7666666666667	37.6333333333333	232
N16	0	1	Moscow	oaklike	55.765247	37.629748	unknown	Europe	Naumov1997	"Moscow"	55.7666666666667	37.6333333333333	232
N40	0	1	YaltaUkraine	oaklike	44.498594	34.160131	unknown	Europe	Naumov1997	"Yalta, Ukraine"	44.5	34.1583333333333	274
N41	0	1	YaltaUkraine	oaklike	44.498594	34.160131	unknown	Europe	Naumov1997	"Yalta, Ukraine"	44.5	34.1583333333333	274
N42	0	1	Vladivostok	oaklike	43.112677	132.009801	unknown	FarEast	Naumov1997	"Vladivostok, Russia"	43.1166666666667	132.008333333333	242
N44	0	1	Ternei	oaklike	45.047663	136.621016	unknown	FarEast	Naumov1997	"Ternei, Russia"	45.05	136.625	231
N45	0	1	Ternei	oaklike	45.047663	136.621016	unknown	FarEast	Naumov1997	"Ternei, Russia"	45.05	136.625	231
N46	0	1	SikhoteAlin	oaklike	45.333518	136.166613	unknown	FarEast	Naumov1997	"Sikhote-Alinsky Reserve, Russia"	45.3333333333333	136.166666666667	196
N47	0	1	SikhoteAlin	oaklike	45.333518	136.166613	unknown	FarEast	Naumov1997	"Alinsky Reserve, Russia"	45.3333333333333	136.166666666667	196
Q31.4	0	1	Windsor	oaklike	51.424276	-0.617771	unknown	Europe	Liti2009	"Windsor Great Park"	51.425	-0.616666666666667	226
Q32.3	0	1	Windsor	oaklike	51.424276	-0.617771	unknown	Europe	Liti2009	"Windsor Great Park"	51.425	-0.616666666666667	226
Q59.1	0	1	Windsor	oaklike	51.424276	-0.617771	unknown	Europe	Liti2009	"Windsor Great Park"	51.425	-0.616666666666667	226
Q62.5	0	1	Windsor	oaklike	51.424276	-0.617771	unknown	Europe	Liti2009	"Windsor Great Park"	51.425	-0.616666666666667	226
Q69.8	0	1	Windsor	oaklike	51.424276	-0.617771	unknown	Europe	Liti2009	"Windsor Great Park"	51.425	-0.616666666666667	226
Q74.4	0	1	Windsor	oaklike	51.424276	-0.617771	unknown	Europe	Liti2009	"Windsor Great Park"	51.425	-0.616666666666667	226
Q89.8	0	1	Windsor	oaklike	51.424276	-0.617771	unknown	Europe	Liti2009	"Windsor Great Park"	51.425	-0.616666666666667	226
Q95.3	0	1	Windsor	oaklike	51.424276	-0.617771	unknown	Europe	Liti2009	"Windsor Great Park"	51.425	-0.616666666666667	226
S36.7	0	1	Silwood	oaklike	51.408127	-0.637677	unknown	Europe	Liti2009	"Silwood Park"	51.4083333333333	-0.641666666666667	226
T21.4	0	1	Silwood	oaklike	51.408127	-0.637677	unknown	Europe	Liti2009	"Silwood Park"	51.4083333333333	-0.641666666666667	226
W7	0	1	Silwood	oaklike	51.408127	-0.637677	unknown	Europe	Liti2009	"Silwood Park"	51.4083333333333	-0.641666666666667	226
Y6.5	0	1	Silwood	oaklike	51.408127	-0.637677	unknown	Europe	Liti2009	"Silwood Park"	51.4083333333333	-0.641666666666667	226
Y7	0	1	Silwood	oaklike	51.408127	-0.637677	unknown	Europe	Liti2009	"Silwood Park"	51.4083333333333	-0.641666666666667	226
Y8.1	0	1	Silwood	oaklike	51.408127	-0.637677	unknown	Europe	Liti2009	"Silwood Park"	51.4083333333333	-0.641666666666667	226
Y8.5	0	1	Silwood	oaklike	51.408127	-0.637677	unknown	Europe	Liti2009	"Silwood Park"	51.4083333333333	-0.641666666666667	226
Y9.6	0	1	Silwood	oaklike	51.408127	-0.637677	unknown	Europe	Liti2009	"Silwood Park"	51.4083333333333	-0.641666666666667	226
Z1	0	1	Silwood	oaklike	51.408127	-0.637677	unknown	Europe	Liti2009	"Silwood Park"	51.4083333333333	-0.641666666666667	226
Z1.1	0	1	Silwood	oaklike	51.408127	-0.637677	unknown	Europe	Liti2009	"Silwood Park"	51.4083333333333	-0.641666666666667	226
CBS432	0	1	Moscow	oaklike	55.765247	37.629748	unknown	Europe	Liti2009	"Moscow"	55.7666666666667	37.6333333333333	232
DBVPG4650	0	1	MarcheItaly	fossilizedGuano	43.511063	13.163517	unknown	Europe	Liti2009	"Marche, Italy"	43.5083333333333	13.1666666666667	277
KPN3828	0	1	Siberia	oaklike	55.038892	82.959018	unknown	Europe	Liti2009	"Novosibirsk, Siberia, Russia"	55.0416666666667	82.9583333333333	252
KPN3829	0	1	Siberia	oaklike	55.038892	82.959018	unknown	Europe	Liti2009	"Novosibirsk, Siberia, Russia"	55.0416666666667	82.9583333333333	252
DBVPG6304	0	1	Yosemite	insect	37.865359	-119.538361	unknown	NAmericaB	Liti2009	"Yosemite National Park,  CA"	37.8666666666667	-119.541666666667	202
A4	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Liti2009	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
A12	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Liti2009	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
UFRJ50791	0	1	Rio	insect	-22.957752	-43.296699	unknown	NAmericaB	Liti2009	"Rio de Janeiro, Brazil"	-22.9583333333333	-43.3	279
UFRJ50816	0	1	Rio	insect	-22.957752	-43.296699	unknown	NAmericaB	Liti2009	"Rio de Janeiro, Brazil"	-22.9583333333333	-43.3	279
UWOPS91-917.1	0	1	Hawaii	oaklike	19.736083	-155.508104	unknown	Hawaii	Liti2009	"Saddle Road, Island of Hawaii"	19.7333333333333	-155.508333333333	182
LL11_001	0	1	Quebec	oaklike	46.812678	-71.243076	unknown	NAmericaC	Leducq2014	"Quebec City, QC, Canada"	46.8166666666667	-71.2416666666667	258
LL11_002	0	1	CapChat	oaklike	49.058307	-66.713487	unknown	NAmericaC	Leducq2014	"Cap-Chat, QC, Canada"	49.0583333333333	-66.7166666666667	201
LL11_003	0	1	CapChat	oaklike	49.058307	-66.713487	unknown	NAmericaC	Leducq2014	"Cap-Chat, QC, Canada"	49.0583333333333	-66.7166666666667	201
LL11_004	0	1	CapChat	slug	49.058307	-66.713487	unknown	NAmericaC	Leducq2014	"Cap-Chat, QC, Canada"	49.0583333333333	-66.7166666666667	201
LL11_005	0	1	IledOrleans	oaklike	46.940502	-70.934466	unknown	NAmericaC	Leducq2014	"Ile Orleans, QC, Canada"	46.9416666666667	-70.9333333333333	251
LL11_006	0	1	IledOrleans	fruit	46.940502	-70.934466	unknown	NAmericaC	Leducq2014	"Ile Orleans, QC, Canada"	46.9416666666667	-70.9333333333333	251
LL11_007	0	1	IledOrleans	oaklike	46.940502	-70.934466	unknown	NAmericaC	Leducq2014	"Ile Orleans, QC, Canada"	46.9416666666667	-70.9333333333333	251
LL11_008	0	1	IledOrleans	oaklike	46.940502	-70.934466	unknown	NAmericaC	Leducq2014	"Ile Orleans, QC, Canada"	46.9416666666667	-70.9333333333333	251
LL11_009	0	1	Squatec	oaklike	47.893166	-68.720487	unknown	NAmericaC	Leducq2014	"Squatec, QC, Canada"	47.8916666666667	-68.7166666666667	231
LL11_010	0	1	Squatec	oaklike	47.893166	-68.720487	unknown	NAmericaC	Leducq2014	"Squatec, QC, Canada"	47.8916666666667	-68.7166666666667	231
LL11_011	0	1	Squatec	insect	47.893166	-68.720487	unknown	NAmericaC	Leducq2014	"Squatec, QC, Canada"	47.8916666666667	-68.7166666666667	231
LL11_012	0	1	DushesnayQC	oaklike	46.870944	-71.639292	unknown	NAmericaC	Leducq2014	"Station Dushesnay, QC"	46.875	-71.6416666666667	247
LL12_001	0	1	HullQC	oaklike	45.450658	-75.739616	unknown	Europe	Leducq2014	"Hull, QC, Canada"	45.45	-75.7416666666667	264
LL12_002	0	1	PointePlatonQC	oaklike	46.666482	-71.859351	unknown	NAmericaB	Leducq2014	"Pointe Platon, QC, Canada"	46.6666666666667	-71.8583333333333	257
LL12_003	0	1	PointePlatonQC	oaklike	46.666482	-71.859351	unknown	NAmericaB	Leducq2014	"Pointe Platon, QC, Canada"	46.6666666666667	-71.8583333333333	257
LL12_004	0	1	CapChat	oaklike	49.058307	-66.713487	unknown	NAmericaC	Leducq2014	"Cap-Chat, QC, Canada"	49.0583333333333	-66.7166666666667	201
LL12_005	0	1	CapChat	oaklike	49.058307	-66.713487	unknown	NAmericaC	Leducq2014	"Cap-Chat, QC, Canada"	49.0583333333333	-66.7166666666667	201
LL12_006	0	1	CapChat	oaklike	49.058307	-66.713487	unknown	NAmericaC	Leducq2014	"Cap-Chat, QC, Canada"	49.0583333333333	-66.7166666666667	201
LL12_007	0	1	StJeanQC	oaklike	47.215115	-70.268318	unknown	NAmericaC	Leducq2014	"Saint-Jean Port Joli, QC, Canada"	47.2166666666667	-70.2666666666667	245
LL12_008	0	1	CapChat	oaklike	49.058307	-66.713487	unknown	NAmericaC	Leducq2014	"Cap-Chat, QC, Canada"	49.0583333333333	-66.7166666666667	201
LL12_009	0	1	Quebec	oaklike	46.812678	-71.243076	unknown	NAmericaB	Leducq2014	"Quebec City, QC, Canada"	46.8166666666667	-71.2416666666667	258
LL12_010	0	1	BicQuebec	oaklike	48.354987	-68.804917	unknown	NAmericaC	Leducq2014	"Parc National du Bic, QC"	48.3583333333333	-68.8083333333333	224
LL12_011	0	1	BicQuebec	oaklike	48.354987	-68.804917	unknown	NAmericaC	Leducq2014	"Parc National du Bic, QC"	48.3583333333333	-68.8083333333333	224
LL12_012	0	1	LAnseQC	oaklike	48.934794	-64.306429	unknown	NAmericaC	Leducq2014	"Anse-au-Griffon, QC"	48.9333333333333	-64.3083333333333	211
LL12_014	0	1	BellechasseQC	oaklike	46.656077	-70.717798	unknown	NAmericaB	Leducq2014	"Bellechasse, QC"	46.6583333333333	-70.7166666666667	237
LL12_015	0	1	PointePlatonQC	oaklike	46.670208	-71.846843	unknown	NAmericaB	Leducq2014	"Pointe Platon, QC"	46.6666666666667	-71.85	257
LL12_016	0	1	PointePlatonQC	oaklike	46.670208	-71.846843	unknown	NAmericaC	Leducq2014	"Pointe Platon, QC"	46.6666666666667	-71.85	257
LL12_017	0	1	PointePlatonQC	oaklike	46.670208	-71.846843	unknown	NAmericaC	Leducq2014	"Pointe Platon, QC"	46.6666666666667	-71.85	257
LL12_018	0	1	PointePlatonQC	oaklike	46.670208	-71.846843	unknown	NAmericaC	Leducq2014	"Pointe Platon, QC"	46.6666666666667	-71.85	257
LL12_019	0	1	PointePlatonQC	oaklike	46.670208	-71.846843	unknown	NAmericaC	Leducq2014	"Pointe Platon, QC"	46.6666666666667	-71.85	257
LL12_020	0	1	PointePlatonQC	oaklike	46.670208	-71.846843	unknown	NAmericaC	Leducq2014	"Pointe Platon, QC"	46.6666666666667	-71.85	257
LL12_021	0	1	PointePlatonQC	oaklike	46.670208	-71.846843	unknown	NAmericaB	Leducq2014	"Pointe Platon, QC"	46.6666666666667	-71.85	257
LL12_022	0	1	SaintJustinQC	oaklike	46.253568	-73.086519	unknown	NAmericaB	Leducq2014	"Saint-Justin, QC"	46.25	-73.0833333333333	262
LL12_023	0	1	SaintJustinQC	oaklike	46.253568	-73.086519	unknown	NAmericaB	Leducq2014	"Saint-Justin, QC"	46.25	-73.0833333333333	262
LL12_024	0	1	SaintJustinQC	oaklike	46.253568	-73.086519	unknown	NAmericaB	Leducq2014	"Saint-Justin, QC"	46.25	-73.0833333333333	262
LL12_025	0	1	SherbrookeQC	oaklike	45.409141	-71.883494	unknown	NAmericaB	Leducq2014	"Sherbrooke, QC"	45.4083333333333	-71.8833333333333	252
LL12_026	0	1	SherbrookeQC	oaklike	45.409141	-71.883494	unknown	Europe	Leducq2014	"Sherbrooke, QC"	45.4083333333333	-71.8833333333333	252
LL12_027	0	1	SherbrookeQC	oaklike	45.409141	-71.883494	unknown	NAmericaC	Leducq2014	"Sherbrooke, QC"	45.4083333333333	-71.8833333333333	252
LL12_028	0	1	SherbrookeQC	oaklike	45.409141	-71.883494	unknown	NAmericaB	Leducq2014	"Sherbrooke, QC"	45.4083333333333	-71.8833333333333	252
LL12_029	0	1	StThecleQC	oaklike	46.813411	-72.506871	unknown	NAmericaB	Leducq2014	"St Thecle, QC"	46.8166666666667	-72.5083333333333	251
LL12_030	0	1	Vancouver	oaklike	49.250582	-123.11533	unknown	NAmericaB	Leducq2014	"Vancouver, BC"	49.25	-123.116666666667	224
MSH3004-2	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSH3006-3	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSH3012-1	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSH3045-4	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSH3052-1	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSH3052-2	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSH3056-4	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSH3059-4b	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSH3061-3	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSH3065-4	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSH3070-3	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSH3077-4	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSH567-4	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSH573-4	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSH575-4-B9	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSH575-5-E8	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSH575-5-i10	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSH575-6-J10	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSH576-4-D9	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSH576-4-G8	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSH578-1-B5	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSH578-3-F8	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSH578a-4-C7	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSH578a-6-E3	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSH578a-6-C8	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSH578a-6-F3	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSH587-4	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaC	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSH588-2	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSH826-1	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSH829-6-C3	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSH830-1-H3	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
MSH830a-4-C8	0	1	MSHQuebec	oaklike	45.552235	-73.155433	unknown	NAmericaB	Leducq2014	"Mont-Saint-Hilaire, QC, Canada"	45.55	-73.1583333333333	254
