queryname	DBuid	strainUID	sampleName	classification	species	originalfilename	closestBlastSpecies	Ascore	Evalue	Cscore	Pscore	GenBankAccession
PYR5b.SM_CEN9	DBN11	PYR5b.SM	PYR5b	Spar	Saccharomyces paradoxus	PYR5bSMc9.fa	Saccharomyces paradoxus	973	0.0	NA	863	KT207190
PYR5b.SM_CEN15	DBN11	PYR5b.SM	PYR5b	Spar	Saccharomyces paradoxus	PYR5bSMc15.fa	Saccharomyces paradoxus	975	0.0	NA	812	KT207191
PYR5b.SM_CEN6	DBN11	PYR5b.SM	PYR5b	Spar	Saccharomyces paradoxus	PYR5bSMc6.1.fa	Saccharomyces cerevisiae	138	7e-30	NA	NA	KT207192
PYR5C.1_CEN6	DBAD50	PYR5C.1	PYR5c	Spar	Saccharomyces paradoxus	PYR5c1c6rq25.fa	Saccharomyces cerevisiae	104	1e-19	NA	NA	NA
PYR5D.YM_ITS	DBAE52	PYR5D.YM	PYR5d	otherAmplifiedITS	Kluyveromyces lactis	PYR5dYMITS2fq25.fa	Kluyveromyces lactis	764	0.0	NA	221	NA
PYR5E.1_ITS	DBAB21	PYR5E.1	PYR5e	Spar	Saccharomyces paradoxus	pyr5e1s1l.fa	Saccharomyces paradoxus	1357	0.0	NA	1348	KT207193
PYR5F.SM_ITS	DBAB24	PYR5F.SM	PYR5f	Spar	Saccharomyces paradoxus	PYR5FSMS1L.fa	Saccharomyces paradoxus	1337	0.0	NA	1324	KT207194
PYR6C.YM_ITS	DBU32	PYR6C.YM	PYR6c	otherAmplifiedITS	Lachancea thermotolerans	PYR6cYMS1Lfq10.fa	Lachancea thermotolerans	190	1e-45	NA	109	NA
PYR6D.YM_ITS	DBAE57	PYR6D.YM	PYR6d	otherAmplifiedITS	Lachancea thermotolerans	PYR6dYMITS2fq25.fa	Lachancea thermotolerans	378	4e-102	NA	NA	NA
PYR6E.1_ITS	DBAF78	PYR6E.1	PYR6e	otherAmplifiedITS	Lachancea thermotolerans	PYR6e1bITS2fq25.fa	Lachancea thermotolerans	744	0.0	NA	288	NA
PYR6F.1C_ITS	DBAH63	PYR6F.1C	PYR6f	otherAmplifiedITS	Lachancea thermotolerans	PYR6f1cS1L.fa	Lachancea thermotolerans	949	0.0	NA	352	KT207195
PYR7a.SM_CEN15	DBN13	PYR7a.SM	PYR7a	Spar	Saccharomyces paradoxus	PYR7aSMc15.fa	Saccharomyces paradoxus	1276	0.0	NA	1128	KT207196
PYR7a.SM_CEN9	DBN13	PYR7a.SM	PYR7a	Spar	Saccharomyces paradoxus	PYR7aSMc9.fa	Saccharomyces paradoxus	946	0.0	NA	852	KT207197
PYR7a.SM_CEN6	DBN13	PYR7a.SM	PYR7a	Spar	Saccharomyces paradoxus	PYR7aSMc6.1.fa	Saccharomyces cerevisiae	134	8e-29	NA	NA	KT207198
PYR7b.SM2_CEN9	DBP70	PYR7b.SM2	PYR7b	Spar	Saccharomyces paradoxus	PYR7bSM2c9.fa	Saccharomyces paradoxus	964	0.0	NA	859	KT207199
PYR7b.SM2_CEN15	DBP70	PYR7b.SM2	PYR7b	Spar	Saccharomyces paradoxus	PYR7bSM2c15.fa	Saccharomyces paradoxus	985	0.0	NA	845	KT207200
PYR7b.SM_CEN15	DBN14	PYR7b.SM	PYR7b	Spar	Saccharomyces paradoxus	PYR7bSMc15.fa	Saccharomyces paradoxus	1005	0.0	NA	870	KT207201
PYR7b.SM_CEN9	DBN14	PYR7b.SM	PYR7b	Spar	Saccharomyces paradoxus	PYR7bSMc9.fa	Saccharomyces paradoxus	946	0.0	NA	857	KT207202
PYR7b.SM2_CEN6	DBP70	PYR7b.SM2	PYR7b	Spar	Saccharomyces paradoxus	PYR7bSM2c6.1.fa	Saccharomyces cerevisiae	138	7e-30	NA	NA	KT207203
PYR7b.SM_CEN6	DBN14	PYR7b.SM	PYR7b	Spar	Saccharomyces paradoxus	PYR7bSMc6.1.fa	Saccharomyces cerevisiae	134	8e-29	NA	NA	KT207204
PYR7C.1_ITS	DBAE63	PYR7C.1	PYR7c	Spar	Saccharomyces paradoxus	PYR7c1ITS2.fa	Saccharomyces paradoxus	1346	0.0	NA	1323	KT207205
PYR7E.1_ITS	DBAB27	PYR7E.1	PYR7e	Spar	Saccharomyces paradoxus	PYR7E1S1L.fa	Saccharomyces paradoxus	762	0.0	NA	762	NA
PYR7F.SM_ITS	DBAL07	PYR7F.SM	PYR7f	otherAmplifiedITS	Meyerozyma sp.	Pyr7fSMits2.fa	Meyerozyma caribbica	980	0.0	NA	297	KT207206
PYR7F.SM_ITS	DBAL07	PYR7F.SM	PYR7f	otherAmplifiedITS	Meyerozyma sp.	Pyr7fSMits2.fa	Candida carpophila	980	0.0	NA	297	KT207206
PYR7F.SM_ITS	DBAL07	PYR7F.SM	PYR7f	otherAmplifiedITS	Meyerozyma sp.	Pyr7fSMits2.fa	Pichia guilliermondii	980	0.0	NA	297	KT207206
PYR7F.SM_ITS	DBAL07	PYR7F.SM	PYR7f	otherAmplifiedITS	Meyerozyma sp.	Pyr7fSMits2.fa	Candida fukuyamaensis	980	0.0	NA	297	KT207206
PYR8b.SM_CEN15	DBN15	PYR8b.SM	PYR8b	Spar	Saccharomyces paradoxus	PYR8bSMc15.fa	Saccharomyces paradoxus	1016	0.0	NA	875	KT207207
PYR8b.SM_CEN9	DBN15	PYR8b.SM	PYR8b	Spar	Saccharomyces paradoxus	PYR8bSMc9.fa	Saccharomyces paradoxus	967	0.0	NA	865	KT207208
PYR8D.1_ITS	DBU35	PYR8D.1	PYR8d	Spar	Saccharomyces paradoxus	Pyr8d1ITS2.fa	Saccharomyces paradoxus	1278	0.0	NA	1272	KT207209
PYR8E.1_ITS	DBAE69	PYR8E.1	PYR8e	Spar	Saccharomyces paradoxus	PYR8e1ITS2.fa	Saccharomyces paradoxus	1379	0.0	NA	1342	KT207210
PYR8F.1_ITS	DBAE67	PYR8F.1	PYR8f	Spar	Saccharomyces paradoxus	PYR8f1ITS2.fa	Saccharomyces paradoxus	1355	0.0	NA	1333	KT207211
PYR9a.SM_ITS	DBN16	PYR9a.SM	PYR9a	otherAmplifiedITS	Lachancea thermotolerans	PYR9aSMITS.fa	Lachancea thermotolerans	1128	0.0	NA	352	KT207212
PYR9b.SM_ITS	DBN46	PYR9b.SM	PYR9b	otherAmplifiedITS	Hanseniaspora osmophila	PYR9bSMITS.fa	Hanseniaspora osmophila	1011	0.0	NA	289	KT207213
PYR9C.SM_ITS	DBAE70	PYR9C.SM	PYR9c	Spar	Saccharomyces paradoxus	pyr9csmits2.fa	Saccharomyces paradoxus	1478	0.0	NA	1368	KT207214
Son4c.1_CEN15	DBV49	Son4c.1	SON4c	Scer	Saccharomyces cerevisiae	SON4C1C15.fa.fa	Saccharomyces cerevisiae	196	3e-47	NA	NA	NA
Son4c.1_CEN9	DBV49	Son4c.1	SON4c	Scer	Saccharomyces cerevisiae	SON4C1c9.fa	Saccharomyces cerevisiae	1175	0.0	NA	105	KT207215
Son7a.1_ITS	DBV53	Son7a.1	SON7a	otherAmplifiedITS	Wickerhamomyces onychis	SON7A1_ITS2.fa	Wickerhamomyces onychis	875	0.0	NA	239	KT207216
TAX10A.1_ITS	DBAC35	TAX10A.1	TAX10a	otherAmplifiedITS	Lachancea thermotolerans	TAX10A1_ITS2.fa	Lachancea thermotolerans	1153	0.0	NA	352	KT207217
TAX10B.1_ITS	DBAA53	TAX10B.1	TAX10b	otherAmplifiedITS	Lachancea thermotolerans	tax10b1_its2.fa	Lachancea thermotolerans	1155	0.0	NA	352	KT207218
TAX11A.1_ITS	DBAG45	TAX11A.1	TAX11a	otherAmplifiedITS	Meyerozyma sp.	TAX11a1bITSfq10.fa	Meyerozyma caribbica	116	2e-23	NA	NA	NA
TAX11A.1_ITS	DBAG45	TAX11A.1	TAX11a	otherAmplifiedITS	Meyerozyma sp.	TAX11a1bITSfq10.fa	Candida carpophila	116	2e-23	NA	NA	NA
TAX11A.1_ITS	DBAG45	TAX11A.1	TAX11a	otherAmplifiedITS	Meyerozyma sp.	TAX11a1bITSfq10.fa	Meyerozyma guilliermondii	116	2e-23	NA	NA	NA
TAX11B.1_ITS	DBAM41	TAX11B.1	TAX11b	otherAmplifiedITS	Lachancea thermotolerans	TAX11b1S1Lfq25.fa	Lachancea thermotolerans	827	0.0	NA	331	NA
TAX11C.SM_ITS	DBW62	TAX11C.SM	TAX11c	otherAmplifiedITS	Zygosaccharomyces bailii	TAX11cSMITSq10.fa	Zygosaccharomyces bailii	201	7e-49	NA	NA	NA
TAX11D.1_ITS	DBAL27	TAX11D.1	TAX11d	otherAmplifiedITS	Lachancea thermotolerans	TAX11D1_S1L.fa	Lachancea thermotolerans	1083	0.0	NA	352	KT207219
TAX12A.1_ITS	DBW65	TAX12A.1	TAX12a	otherAmplifiedITS	Lachancea thermotolerans	TAX12a1ITS2fq25.fa	Lachancea thermotolerans	605	2e-170	NA	134	NA
TAX12B.1_ITS	DBW77	TAX12B.1	TAX12b	otherAmplifiedITS	Lachancea thermotolerans	TAX12b1ITS2fq25.fa	Lachancea thermotolerans	394	6e-107	NA	NA	NA
TAX12C.1_ITS	DBAA51	TAX12C.1	TAX12c	otherAmplifiedITS	Lachancea thermotolerans	TAX12c1ITS2fq25.fa	Lachancea thermotolerans	233	1e-58	NA	NA	NA
TAX12D.SM_ITS	DBW68	TAX12D.SM	TAX12d	otherAmplifiedITS	Lachancea thermotolerans	TAX12dSMITS2fq25.fa	Lachancea thermotolerans	643	0.0	NA	132	NA
TAX13A.SM_ITS	DBW16	TAX13A.SM	TAX13a	Spar	Saccharomyces paradoxus	tax13asm.fa	Saccharomyces paradoxus	1371	0.0	NA	1355	KT207220
TAX13B.1_ITS	DBAM24	TAX13B.1	TAX13b	otherAmplifiedITS	Lachancea thermotolerans	TAX13B1_ITS2.fa	Lachancea thermotolerans	1072	0.0	NA	352	KT207221
TAX13C.1_ITS	DBAG41	TAX13C.1	TAX13c	otherAmplifiedITS	Lachancea thermotolerans	TAx13c1bITS2fq25.fa	Lachancea thermotolerans	286	2e-74	NA	NA	NA
TAX13D.YM_ITS	DBU78	TAX13D.YM	TAX13d	otherAmplifiedITS	Pichia manshurica	Tax13dYMits2.fa	Pichia manshurica	457	6e-126	NA	136	KT207222
TAX14A.1_ITS	DBAC22	TAX14A.1	TAX14a	Spar	Saccharomyces paradoxus	TAX14A1S1L.fa	Saccharomyces paradoxus	1328	0.0	NA	1319	KT207223
TAX14B.1_ITS	DBW61	TAX14B.1	TAX14b	Spar	Saccharomyces paradoxus	TAX14B1ITS2.fa	Saccharomyces paradoxus	1386	0.0	NA	1352	KT207224
TAX14B.SM_ITS	DBW60	TAX14B.SM	TAX14b	Spar	Saccharomyces paradoxus	TAX14BSM_S1L.fa.fa	Saccharomyces paradoxus	1333	0.0	NA	1319	KT207225
TAX14C.1_ITS	DBW58	TAX14C.1	TAX14c	Spar	Saccharomyces paradoxus	Tax14C1ITS2.fa	Saccharomyces paradoxus	1315	0.0	NA	1303	KT207226
TAX14D.YM_ITS	DBU80	TAX14D.YM	TAX14d	otherAmplifiedITS	Pichia manshurica	TAX14dYMits2.fa	Pichia manshurica	508	4e-141	NA	224	KT207227
TAX15A.1_ITS	DBAM44	TAX15A.1	TAX15a	Spar	Saccharomyces paradoxus	TAX15A1S1L.fa	Saccharomyces paradoxus	1263	0.0	NA	1254	KT207228
TAX15B.1_CEN15	DBAM32	TAX15B.1	TAX15b	Spar	Saccharomyces paradoxus	TAX15b1cerC15.fa	Saccharomyces cerevisiae	1106	0.0	NA	152	KT207229
TAX15B.1_ITS	DBAM32	TAX15B.1	TAX15b	Spar	Saccharomyces paradoxus	TAX15b1ITS2.fa	Saccharomyces cerevisiae	1364	0.0	NA	1319	KT207230
TAX15C.1_ITS	DBW23	TAX15C.1	TAX15c	Spar	Saccharomyces paradoxus	TAX15C1ITS2.fa	Saccharomyces paradoxus	1355	0.0	NA	1344	KT207231
TAX15D.1_ITS	DBW25	TAX15D.1	TAX15d	Spar	Saccharomyces paradoxus	tax15d1s1l.fa	Saccharomyces paradoxus	1337	0.0	NA	1323	KT207232
TAX15D.SM_ITS	DBW24	TAX15D.SM	TAX15d	Spar	Saccharomyces paradoxus	TAX15DSMS1L.fa	Saccharomyces paradoxus	1342	0.0	NA	1330	KT207233
TAX1A.1A_ITS	DBW28	TAX1A.1A	TAX1a	Spar	Saccharomyces paradoxus	tax1a1aITS2.fa	Saccharomyces paradoxus	385	3e-104	NA	385	NA
TAX1A.1C_ITS	DBAG40	TAX1A.1C	TAX1a	Spar	Saccharomyces paradoxus	TAX1A1CS1L.fa	Saccharomyces paradoxus	1335	0.0	NA	1326	KT207234
TAX1C.SM_ITS	DBAA38	TAX1C.SM	TAX1c	otherAmplifiedITS	Lachancea thermotolerans	TAX1cSMITS2fq25.fa	Lachancea thermotolerans	295	4e-77	NA	NA	NA
TAX1D.SM_ITS	DBW26	TAX1D.SM	TAX1d	Spar	Saccharomyces paradoxus	TAX1DSMS1L.fa	Saccharomyces paradoxus	1352	0.0	NA	1332	KT207235
TAX2A.1B_ITS	DBAB09	TAX2A.1B	TAX2a	Spar	Saccharomyces paradoxus	tax2a1bs1l.fa	Saccharomyces paradoxus	1324	0.0	NA	1315	KT207236
TAX2A.SM_ITS	DBAB08	TAX2A.SM	TAX2a	Spar	Saccharomyces paradoxus	Tax2aSMits2.fa	Saccharomyces paradoxus	1229	0.0	NA	1229	KT207237
TAX2A.SM_ITS_2	DBAB08	TAX2A.SM	TAX2a	Spar	Saccharomyces paradoxus	TAX2ASMS1L.fa	Saccharomyces paradoxus	1346	0.0	NA	1333	NA
TAX2B.1_ITS	DBAA43	TAX2B.1	TAX2b	otherAmplifiedITS	Lachancea thermotolerans	TAX2b1ITS2.fa	Lachancea thermotolerans	1081	0.0	NA	352	KT207238
TAX2C.YM_ITS	DBV5	TAX2C.YM	TAX2c	otherAmplifiedITS	Lachancea thermotolerans	TAX2cYMITS2fq25.fa	Lachancea thermotolerans	271	5e-70	NA	NA	NA
TAX2D.SM_ITS	DBAA44	TAX2D.SM	TAX2d	Spar	Saccharomyces paradoxus	TAX2DSMS1L.fa	Saccharomyces paradoxus	1342	0.0	NA	1333	KT207239
TAX3A.YM_ITS	DBU76	TAX3A.YM	TAX3a	otherAmplifiedITS	Lachancea thermotolerans	TAX3aYMITS2fq25.fa	Lachancea thermotolerans	747	0.0	NA	152	NA
TAX3C.1_ITS	DBW56	TAX3C.1	TAX3c	otherAmplifiedITS	Lachancea thermotolerans	TAX3c1ITS2fq25.fa	Lachancea thermotolerans	612	1e-172	NA	NA	NA
TAX3D.1_ITS	DBAM46	TAX3D.1	TAX3d	Spar	Saccharomyces paradoxus	TAX3D1S1L.fa	Saccharomyces paradoxus	1251	0.0	NA	1242	KT207240
TAX4A.1A_ITS	DBAC27	TAX4A.1A	TAX4a	Spar	Saccharomyces paradoxus	TAX4A1AS1L.fa	Saccharomyces paradoxus	1324	0.0	NA	1315	KT207241
TAX4B.1_ITS	DBV10	TAX4B.1	TAX4b	Spar,otherAmplifiedITS	Saccharomyces paradoxus	TAX4b1aits2.fa	Saccharomyces paradoxus	1258	0.0	NA	1254	KT207242
TAX4B.YM_ITS	DBV9	TAX4B.YM	TAX4b	Spar,otherAmplifiedITS	Saccharomyces paradoxus	TAX4BYMITS2.fa	Saccharomyces paradoxus	1218	0.0	NA	1214	KT207243
TAX4B.1B_ITS	DBW11	TAX4B.1B	TAX4b	Spar,otherAmplifiedITS	Pichia manshurica	TAX4b1bITS2fq10.fa	Pichia manshurica	646	0.0	NA	206	NA
TAX4C.1_ITS	DBAG38	TAX4C.1	TAX4c	Spar,otherAmplifiedITS	Pichia manshurica	TAX4c1aITS2f_q10.fa	Pichia manshurica	661	0.0	NA	215	NA
TAX4C.1B_ITS	DBAG55	TAX4C.1B	TAX4c	Spar,otherAmplifiedITS	Saccharomyces paradoxus	TAX4c1bITS2.fa	Saccharomyces paradoxus	1256	0.0	NA	1252	KT207244
TAX4D.1A_ITS	DBAC24	TAX4D.1A	TAX4d	Spar	Saccharomyces paradoxus	tax4d1aits21.fa	Saccharomyces paradoxus	1391	0.0	NA	1344	KT207245
TAX5C.1_ITS	DBAC33	TAX5C.1	TAX5c	Spar	Saccharomyces paradoxus	tax5c1its2.fa	Saccharomyces paradoxus	1139	0.0	NA	1137	KT207246
TAX5D.1_ITS	DBAC37	TAX5D.1	TAX5d	Spar	Saccharomyces paradoxus	TAX5d1iTS2.fa	Saccharomyces paradoxus	1225	0.0	NA	1225	KT207247
TAX6A.1_ITS	DBW57	TAX6A.1	TAX6a	otherAmplifiedITS	Lachancea thermotolerans	TAX6a1ITS2fq25.fa	Lachancea thermotolerans	740	0.0	NA	172	NA
TAX6B.YM_ITS	DBAM29	TAX6B.YM	TAX6b	otherAmplifiedITS	Lachancea thermotolerans	TAX6bYMS1L.fa	Lachancea thermotolerans	1003	0.0	NA	352	KT207248
TAX6C.YM_ITS	DBAM38	TAX6C.YM	TAX6c	otherAmplifiedITS	Lachancea thermotolerans	tax6cYMits2.fa	Lachancea thermotolerans	1031	0.0	NA	352	KT207249
TAX7B.1B_ITS	DBW12	TAX7B.1B	TAX7b	otherAmplifiedITS	Lachancea thermotolerans	TAX7b1bITS2fq25.fa	Lachancea thermotolerans	659	0.0	NA	183	NA
TAX8A.1_ITS	DBAM49	TAX8A.1	TAX8a	Spar	Saccharomyces paradoxus	tax8a1its2.fa	Saccharomyces paradoxus	1245	0.0	NA	1240	KT207250
TAX8A.1_ITS_2	DBAM49	TAX8A.1	TAX8a	Spar	Saccharomyces paradoxus	TAX8A1S1L.fa	Saccharomyces paradoxus	1355	0.0	NA	1339	NA
TAX8B.YM_ITS	DBAM27	TAX8B.YM	TAX8b	otherAmplifiedITS	Lachancea thermotolerans	TAX8bYMS1L.fa	Lachancea thermotolerans	1036	0.0	NA	352	KT207251
TAX8D.YM_ITS	DBV1	TAX8D.YM	TAX8d	otherAmplifiedITS	Lachancea thermotolerans	Tax8DYMits2.fa	Lachancea thermotolerans	949	0.0	NA	349	KT207252
TAX9A.SM_ITS	DBW71	TAX9A.SM	TAX9a	otherAmplifiedITS	Lachancea thermotolerans	TAX9ASMITS2.fa	Lachancea thermotolerans	1115	0.0	NA	352	KT207253
TAX9B.SM_ITS	DBAB10	TAX9B.SM	TAX9b	otherAmplifiedITS	Lachancea thermotolerans	TAX9bSMITS2fq25.fa	Lachancea thermotolerans	163	2e-37	NA	NA	NA
TAX9C.SM_ITS	DBAC29	TAX9C.SM	TAX9c	otherAmplifiedITS	Lachancea thermotolerans	TAX9CSM_S1L.fa	Lachancea thermotolerans	224	6e-56	NA	NA	KT207254
TAX9D.1_ITS	DBV4	TAX9D.1	TAX9d	otherAmplifiedITS	Lachancea thermotolerans	TAX9D1ITS2.fa	Lachancea thermotolerans	1157	0.0	NA	352	KT207255
TTP1a.7.1_ITS	DBH77	TTP1a.7.1	TTP1a	otherAmplifiedITS	Wickerhamomyces anomalus	TTP1a71ITS.fa	Wickerhamomyces anomalus	1063	0.0	NA	304	KT207256
TTP1d.7_ITS	DBF18	TTP1d.7	TTP1d	otherAmplifiedITS	Wickerhamomyces anomalus	TTP1d7ITS.fa	Wickerhamomyces anomalus	1034	0.0	NA	304	KT207257
TTP1d.7_ITS	DBF18	TTP1d.7	TTP1d	otherAmplifiedITS	Wickerhamomyces anomalus	TTP1d7ITS.fa	Wickerhamomyces anomalus	1034	0.0	NA	304	KT207257
TTP1e.6_ITS	DBF23	TTP1e.6	TTP1e	otherAmplifiedITS	Wickerhamomyces anomalus	TTP1e6ITS.fa	Wickerhamomyces anomalus	1056	0.0	NA	304	KT207258
TTP1f.1_ITS	DBF29	TTP1f.1	TTP1f	otherAmplifiedITS	Wickerhamomyces anomalus	TTP1f1ITS.fa	Wickerhamomyces anomalus	1049	0.0	NA	304	KT207259
TTP2a.3.1_CEN15	DBH61	TTP2a.3.1	TTP2a	Spar,otherAmplifiedITS	Saccharomyces paradoxus	TTP2a31c15.fa	Saccharomyces paradoxus	1155	0.0	NA	1045	KT207260
TTP2a.1.2_ITS	DBG53	TTP2a.1.2	TTP2a	Spar,otherAmplifiedITS	Wickerhamomyces anomalus	TTP2a12ITS.fa	Wickerhamomyces anomalus	1065	0.0	NA	304	KT207261
TTP2b.1_CEN15	DBF46	TTP2b.1	TTP2b	Spar,otherAmplifiedITS	Saccharomyces paradoxus	TTP2b1c15.fa	Saccharomyces paradoxus	1162	0.0	NA	1011	KT207262
TTP2b.3_ITS	DBF48	TTP2b.3	TTP2b	Spar,otherAmplifiedITS	Pichia fermentans	TTP2b3ITS.fa	Pichia fermentans	670	0.0	NA	223	KT207263
TTP2c.2_CEN15	DBF01	TTP2c.2	TTP2c	Spar,otherAmplifiedITS	Saccharomyces paradoxus	TTP2c2c15.fa	Saccharomyces paradoxus	1151	0.0	NA	1040	KT207264
TTP2c.2_CEN6	DBF01	TTP2c.2	TTP2c	Spar,otherAmplifiedITS	Saccharomyces paradoxus	TTP2c2.fa	Saccharomyces cerevisiae	136	2e-29	NA	NA	KT207265
TTP2c.2_CEN9	DBF01	TTP2c.2	TTP2c	Spar,otherAmplifiedITS	Saccharomyces paradoxus	TTP2c2c9.fa	Saccharomyces paradoxus	1011	0.0	NA	902	KT207266
TTP2c.3_ITS	DBF02	TTP2c.3	TTP2c	Spar,otherAmplifiedITS	Wickerhamomyces anomalus	TTP2c3ITS.fa	Wickerhamomyces anomalus	1076	0.0	NA	304	KT207267
UEA1c.16_CEN15	DBC46	UEA1c.16	UEA1c	Spar	Saccharomyces paradoxus	UEA1c16c15.fa	Saccharomyces paradoxus	902	0.0	NA	787	KT207268
UEA1c.16_CEN6	DBC46	UEA1c.16	UEA1c	Spar	Saccharomyces paradoxus	UEA1c16c6.fa	Saccharomyces cerevisiae	136	2e-29	NA	NA	KT207269
UEA1c.16_CEN9	DBC46	UEA1c.16	UEA1c	Spar	Saccharomyces paradoxus	UEA1c16c9.fa	Saccharomyces paradoxus	1023	0.0	NA	899	KT207270
UEA2b.1.1_CEN15	DBH59	UEA2b.1.1	UEA2b	Spar	Saccharomyces paradoxus	UEA2b11c15.fa	Saccharomyces paradoxus	989	0.0	NA	874	KT207271
UEA2b.1.1_CEN6	DBH59	UEA2b.1.1	UEA2b	Spar	Saccharomyces paradoxus	UEA2b11c6.fa	Saccharomyces cerevisiae	120	2e-24	NA	NA	KT207272
UEA2b.1.1_CEN9	DBH59	UEA2b.1.1	UEA2b	Spar	Saccharomyces paradoxus	UEA2b11c9.fa	Saccharomyces paradoxus	1016	0.0	NA	895	KT207273
UEA2c.11_CEN15	DBD28	UEA2c.11	UEA2c	Spar	Saccharomyces paradoxus	UEA2c11c15.fa	Saccharomyces paradoxus	1014	0.0	NA	883	KT207274
UEA2c.11_CEN6	DBD28	UEA2c.11	UEA2c	Spar	Saccharomyces paradoxus	UEA2c11c6.fa	Saccharomyces cerevisiae	134	8e-29	NA	NA	KT207275
UEA2c.11_CEN9	DBD28	UEA2c.11	UEA2c	Spar	Saccharomyces paradoxus	UEA2c11c9.fa	Saccharomyces paradoxus	1038	0.0	NA	902	KT207276
VelA.SM_ITS	DBAC39	VelA.SM	VelA	otherAmplifiedITS	Meyerozyma sp.	velasmitsrev.fa	Candida carpophila	984	0.0	NA	297	KT207277
VelA.SM_ITS	DBAC39	VelA.SM	VelA	otherAmplifiedITS	Meyerozyma sp.	velasmitsrev.fa	Pichia guilliermondii	984	0.0	NA	297	KT207277
VelA.SM_ITS	DBAC39	VelA.SM	VelA	otherAmplifiedITS	Meyerozyma sp.	velasmitsrev.fa	Candida fukuyamaensis	984	0.0	NA	297	KT207277
VelB.1_ITS	DBAD03	VelB.1	VelB	otherAmplifiedITS	Meyerozyma caribbica	VELB1ITS2.fa	Meyerozyma caribbica	574	3e-161	NA	163	KT207278
VelB.SM_ITS	DBAD02	VelB.SM	VelB	otherAmplifiedITS	Meyerozyma sp.	VelbSMits2.fa	Candida carpophila	969	0.0	NA	297	KT207279
VelB.SM_ITS	DBAD02	VelB.SM	VelB	otherAmplifiedITS	Meyerozyma sp.	VelbSMits2.fa	Pichia guilliermondii	969	0.0	NA	297	KT207279
VelB.SM_ITS	DBAD02	VelB.SM	VelB	otherAmplifiedITS	Meyerozyma sp.	VelbSMits2.fa	Candida fukuyamaensis	969	0.0	NA	297	KT207279
VelB.SM_ITS	DBAD02	VelB.SM	VelB	otherAmplifiedITS	Meyerozyma sp.	VelbSMits2.fa	Pichia caribbica	969	0.0	NA	297	KT207279
VelE.1_ITS	DBAC42	VelE.1	VelE	otherAmplifiedITS	Meyerozyma sp.	vele1_its2fwd.fa	Meyerozyma caribbica	836	0.0	NA	268	KT207280
VelE.1_ITS	DBAC42	VelE.1	VelE	otherAmplifiedITS	Meyerozyma sp.	vele1_its2fwd.fa	Meyerozyma guilliermondii	836	0.0	NA	268	KT207280
VelF.1_CEN15	DBAD05	VelF.1	VelF	Scer	Saccharomyces cerevisiae	velf1conensusc15.fa.fa	Saccharomyces cerevisiae	1175	0.0	NA	168	KT207281
VelH.SM_ITS	DBAB75	VelH.SM	VelH	otherAmplifiedITS	Meyerozyma sp.	velhsmITS2.fa	Candida carpophila	1027	0.0	NA	297	KT207282
VelH.SM_ITS	DBAB75	VelH.SM	VelH	otherAmplifiedITS	Meyerozyma sp.	velhsmITS2.fa	Pichia guilliermondii	1027	0.0	NA	297	KT207282
VelH.SM_ITS	DBAB75	VelH.SM	VelH	otherAmplifiedITS	Meyerozyma sp.	velhsmITS2.fa	Candida fukuyamaensis	1027	0.0	NA	297	KT207282
